"name","date","add","del","tot"
"reginagomez",2021-04-09 09:43:50,0,0,0
"luciaalvarezdiaz",2021-04-08 10:08:22,11,6,17
"AliciaFernandezS",2021-04-07 10:53:43,112,8,120
