"name","date","add","del","tot"
"Garrudo-404",2021-05-29 12:21:41,1082,589,1671
"Ikercasti",2021-05-28 17:21:22,159,45,204
"Pigamer37",2021-05-25 17:22:45,392,212,604
"Lucas-Go-Vel",2021-05-10 18:55:36,78,63,141
"daniel-fuertes",2021-05-01 11:54:33,56,1,57
"Crisboned",2021-03-30 19:11:45,9,3,12
