"name","date","add","del","tot"
"Cnbados55380",2021-05-28 18:43:15,1033,590,1623
"alejandro55393",2021-05-28 15:58:52,916,601,1517
"Pabloroosario",2021-05-28 10:04:33,66,30,96
"monicasacristans",2021-05-26 09:16:30,262,1,263
