"name","date","add","del","tot"
"arturomm",2021-05-28 09:58:50,87,6,93
"samuelpolo59",2021-05-27 18:25:40,107,27,134
"adrianvalgil",2021-05-26 19:06:36,101,0,101
"estebanhenriquez",2021-05-13 17:46:22,35,0,35
