"name","date","add","del","tot"
"Engarto",2021-05-27 12:02:26,1721,869,2590
"QINGYUN-XU",2021-05-26 17:06:58,236,108,344
"Dianaperucho",2021-05-26 16:42:30,245,103,348
"Claudia1130",2021-05-26 07:19:49,757,351,1108
"rgladron",2021-05-25 22:04:23,226,98,324
