"name","date","add","del","tot"
"joseenriqueespinoza99",2021-05-28 17:44:00,1143,1232,2375
"hectorgutierrezv",2021-05-28 14:53:47,979,544,1523
"InesMelendez",2021-05-28 12:23:54,572,322,894
"Oscar Perpiñán Lamigueiro",2021-03-21 12:02:27,1,1,2
"diegomg99",2021-03-11 17:22:31,8,5,13
