"name","date","add","del","tot"
"Javierdelahoz4",2021-05-26 09:43:05,1447,1054,2501
"Nachofdez2708",2021-05-25 17:51:02,625,554,1179
"inigoazqueta",2021-05-23 17:29:48,2927,2551,5478
"Javier De La Hoz",2021-05-14 12:01:42,727,713,1440
"Edufdezg",2021-05-14 10:08:22,607,5,612
