"name","date","add","del","tot"
"Saul-Marcos",2021-05-27 17:17:25,3753,209,3962
"jsdefrancisco",2021-03-12 14:50:34,3,2,5
"jesusalejandropalomino",2021-03-12 14:39:57,1,0,1
