"name","date","add","del","tot"
"Joshgv25",2021-05-28 20:21:10,1094,610,1704
"Mario",2021-05-28 12:18:15,275,26,301
"solomiyahav",2021-05-26 09:35:51,825,543,1368
"mcsirvent",2021-05-23 12:41:56,1,1,2
