"name","date","add","del","tot"
"amayore",2021-05-28 21:47:57,155,9,164
"gemass",2021-05-28 19:58:45,592,53,645
"roberto53444-lang",2021-05-12 20:27:31,138,0,138
"Raquel Roca Pereira",2021-05-07 16:16:10,181,144,325
"inesrico",2021-03-31 21:45:18,4,0,4
"gema-upm",2021-03-31 21:14:52,39,18,57
