"name","date","add","del","tot"
"OmarFL",2021-05-28 16:20:46,1052,259,1311
"Eugenio-Fernandez",2021-05-28 11:04:21,1231,1,1232
"juanpablodemiguel",2021-05-20 18:07:33,143,72,215
"ivanguerrero2002",2021-05-19 17:53:52,534,0,534
"Gallego1502",2021-05-07 21:46:14,55,0,55
