"name","date","add","del","tot"
"Patrycya",2021-05-28 17:11:03,480,298,778
"IreneJimenezCasas",2021-05-27 15:10:18,3283,2969,6252
"Danielgomezchaves",2021-05-21 09:32:34,707,249,956
