"name","date","add","del","tot"
"celia-t22",2021-05-28 21:32:55,503,363,866
"Amélie",2021-05-27 16:26:31,1892,1379,3271
"echedey-luis-alvarez",2021-05-25 15:31:10,3535,924,4459
"luc-39",2021-05-18 20:04:37,242,156,398
"Fer014",2021-05-18 11:18:18,1114,593,1707
"luisrubio27",2021-05-17 22:47:29,1282,81,1363
"Lucas Sánchez Solera",2021-04-02 12:24:50,3,3,6
"Fernando",2021-03-13 23:41:59,1,1,2
