"name","date","add","del","tot"
"AlvaroVelascoMuela",2021-05-27 22:20:50,213,7,220
"MarioTorre",2021-05-13 15:09:42,14,4,18
"Gabriel-S-J",2021-05-12 16:24:10,21,0,21
"GuillermoQueroPonce",2021-05-12 15:37:24,81,35,116
"Gabriel",2021-04-08 18:48:41,39,33,72
