"name","date","add","del","tot"
"loarte",2021-05-25 11:03:06,9,9,18
"nataliaaaajm",2021-03-30 16:26:56,8,4,12
"mariacdl",2021-03-15 23:00:17,1,0,1
"marcossssss",2021-03-15 18:16:55,1,1,2
