"name","date","add","del","tot"
"AlvaroLVillarroel",2021-05-28 19:49:30,891,104,995
"JavierLerinAlonso",2021-05-28 18:46:12,932,250,1182
"davidpintollorente",2021-05-28 18:35:53,952,294,1246
"tobiaskos",2021-05-26 17:19:27,194,99,293
"dinner123",2021-05-22 17:13:38,2,2,4
