"name","date","add","del","tot"
"sofiatoledo",2021-05-28 16:56:31,82,5,87
"PatriciaPlazaRamos",2021-05-28 16:51:42,1101,2,1103
"almuperezzz",2021-05-08 10:48:53,159,9,168
"TianYaoLin",2021-04-15 21:45:14,11,11,22
"laurasedanomolero",2021-04-15 20:47:29,7,3,10
