"name","date","add","del","tot"
"Lucas",2021-05-28 12:48:10,2058,121,2179
"elenacasellas",2021-05-12 09:15:15,639,1,640
"lucasceezar",2021-04-20 14:31:31,1,1,2
"lodelolmo",2021-03-11 18:54:45,10,6,16
