"name","date","add","del","tot"
"angiguoyin",2021-05-28 21:48:40,922,282,1204
"JoseUmiri",2021-05-28 21:48:16,461,512,973
"Yuan",2021-05-28 21:17:02,132,390,522
"Yuan-Qian-XD",2021-05-28 20:33:36,1293,406,1699
"ANGIGUOYIN",2021-05-12 23:12:46,161,93,254
