"name","date","add","del","tot"
"OscarSaez02",2021-04-08 13:36:14,196,109,305
"jorge-sanchez-serafin",2021-04-07 17:50:38,5,5,10
"Carlos-ramirez02",2021-04-06 18:26:35,23,1,24
