"name","date","add","del","tot"
"anaboston",2021-05-28 18:05:57,1533,1700,3233
"SilviaHernandezCuerdas",2021-05-28 17:47:44,1058,167,1225
"GonzaloGV13",2021-05-28 15:00:00,110,110,220
