"name","date","add","del","tot"
"Alberto Valcárcel González",2021-05-29 07:39:18,1744,818,2562
"JA1Me23",2021-05-28 13:30:56,168,54,222
"ASB02",2021-05-28 12:42:50,398,0,398
"jqviy",2021-05-27 21:03:49,27,12,39
"pablovanden",2021-05-27 20:25:17,832,210,1042
