"name","date","add","del","tot"
"DenizAlcobendas",2021-05-28 23:19:47,479,54,533
"aamontoya",2021-05-28 20:44:55,2306,1189,3495
"sergioariasblanco",2021-05-28 17:05:48,8206,242,8448
"PabloBasoaDomingo",2021-05-10 15:58:10,90,1,91
