"name","date","add","del","tot"
"PabloGarciadeLucas",2021-05-28 17:25:39,2169,1799,3968
"SergioCantalejoVillasante",2021-05-28 17:01:55,301,163,464
"javieralonso1",2021-05-06 19:00:46,265,374,639
"AlbertoCL22",2021-05-06 18:59:45,738,71,809
