"name","date","add","del","tot"
"Alvaro Lopez-Hermida",2021-05-21 11:09:14,748,319,1067
"Alejandroillera",2021-05-21 10:47:42,555,69,624
"Alopez-hermida",2021-03-15 11:39:34,16,4,20
