"name","date","add","del","tot"
"Violetacarrascal",2021-05-28 15:47:20,791,548,1339
"miguelagueda1",2021-05-22 16:12:21,301,15,316
"Escobar Arenas Jorge",2021-05-02 11:31:22,393,69,462
