"name","date","add","del","tot"
"DanielGarciaArana",2021-05-27 17:56:42,1289,834,2123
"iglesiascaballeropablo",2021-05-27 17:07:07,89,0,89
"Miron29",2021-05-27 17:06:27,352,1,353
