"name","date","add","del","tot"
"lucia-phermosa",2021-05-28 07:24:17,1203,457,1660
"Iris281",2021-05-27 21:44:19,396,214,610
"Gabriel-Rpascual",2021-05-26 18:38:08,1559,966,2525
"eduardo-luque",2021-05-26 18:27:46,497,159,656
"JaviNico",2021-05-26 17:42:40,138,61,199
"ismael45",2021-05-23 14:53:05,455,454,909
