"name","date","add","del","tot"
"Rq2021",2021-05-27 18:31:46,3139,2765,5904
"luciamarcos",2021-05-21 13:53:50,6,1,7
"nerearodriguezlopez",2021-05-21 08:48:06,1,1,2
